"Datums","Sasniedzamais rezultāts","Uzdots","Temats","Kopsavilkums"
"5.05.2026","Trijstūra un trapeces viduslīnija.
SR: Aprēķina trijstūra viduslīnijas garumu, izmanto to aprēķinos arī cita veida figūrās. Veido pierādījumus konkrētām situācijām.","Teorija: M.g. 220.lpp.
Stundā: M.g. 222., 223. lpp.
7.05.2026","Trapeces īpašības.","10.temats"
"5.05.2026","Trijstūra un trapeces viduslīnija.
SR: Aprēķina trijstūra viduslīnijas garumu, izmanto to aprēķinos arī cita veida figūrās. Veido pierādījumus konkrētām situācijām.","Mājās: Darba lapa (1. - 4. uzd.) Tiem, kas nav nodevuši 30.04.
 MD_darba lapa_trapece.pdf
7.05.2026","Trapeces īpašības.","10.temats"
"7.05.2026","Trijstūra un trapeces viduslīnija.
SR: Aprēķina trijstūra viduslīnijas garumu, izmanto to aprēķinos arī cita veida figūrās. Veido pierādījumus konkrētām situācijām.","Mājās: Darba lapa (1. - 4. uzd.) Tiem, kas nav nodevuši 30.04.
 MD_darba lapa_trapece.pdf
8.05.2026","Trapeces īpašības.","10.temats"
"7.05.2026","Trijstūra un trapeces viduslīnija.
SR: Aprēķina trijstūra viduslīnijas garumu, izmanto to aprēķinos arī cita veida figūrās. Veido pierādījumus konkrētām situācijām.",,"Trapeces īpašības.","10.temats"
"8.05.2026","Trapeces laukums, daudzstūra laukums.
SR: Aprēķina trapeces laukumu vai trapeces elementus, ja zināms tās laukums. Izmanto Pitagora teorēmu, trapeces elementu aprēķināšanā. Raksta uzdevumu risināšanas plānu, ja jāaprēķina patvaļīga daudzstūra laukums, vai jānovērtē neregulāras formas figūru laukums, pirms tam sadalot figūru vairākās figūrās.","Teorija: M.g. 226. - 227. lpp.
Stundā: 228. - 229. lpp.
12.05.2026","Trapeces īpašības.","10.temats"
"8.05.2026","Trapeces laukums, daudzstūra laukums.
SR: Aprēķina trapeces laukumu vai trapeces elementus, ja zināms tās laukums. Izmanto Pitagora teorēmu, trapeces elementu aprēķināšanā. Raksta uzdevumu risināšanas plānu, ja jāaprēķina patvaļīga daudzstūra laukums, vai jānovērtē neregulāras formas figūru laukums, pirms tam sadalot figūru vairākās figūrās.",,"Trapeces īpašības.","10.temats"
"12.05.2026","Trapeces laukums, daudzstūra laukums.
SR: Aprēķina trapeces laukumu vai trapeces elementus, ja zināms tās laukums. Izmanto Pitagora teorēmu, trapeces elementu aprēķināšanā. Raksta uzdevumu risināšanas plānu, ja jāaprēķina patvaļīga daudzstūra laukums, vai jānovērtē neregulāras formas figūru laukums, pirms tam sadalot figūru vairākās figūrās.",,"Trapeces īpašības.","10.temats"
"12.05.2026","Trapeces laukums, daudzstūra laukums.
SR: Aprēķina trapeces laukumu vai trapeces elementus, ja zināms tās laukums. Izmanto Pitagora teorēmu, trapeces elementu aprēķināšanā. Raksta uzdevumu risināšanas plānu, ja jāaprēķina patvaļīga daudzstūra laukums, vai jānovērtē neregulāras formas figūru laukums, pirms tam sadalot figūru vairākās figūrās.",,"Trapeces īpašības.","10.temats"
"14.05.2026","Apkopojums par tematu
SR: Lieto trapeces/vienādsānu trapeces/taisnleņķa trapeces īpašības un pazīmes aprēķina un pierādījuma uzdevumos. Aprēķina trijstūra un trapeces viduslīniju. Aprēķina trapeces laukumu.","M.g. 234. - 235. lpp.
 Atbildes_es protu_trapece.pdf
15.05.2026","Trapeces īpašības.","10.temats"
"14.05.2026","Apkopojums par tematu
SR: Lieto trapeces/vienādsānu trapeces/taisnleņķa trapeces īpašības un pazīmes aprēķina un pierādījuma uzdevumos. Aprēķina trijstūra un trapeces viduslīniju. Aprēķina trapeces laukumu.",,"Trapeces īpašības.","10.temats"
"15.05.2026","Trapece
SR: Lieto trapeces un vienādsānu trapeces īpašības, trapeces viduslīnijas īpašību, lai aprēķinātu figūru nezināmos lielumus, formulētu apgalvojumus par figūru īpašībām. Lieto trapeces laukuma formulu nezināmo lielumu aprēķināšanai. Aprēķina virsmas laukumu un tilpumu taisnai prizmai, kuras pamatā ir trapece.* Lieto trijstūru līdzību, Pitagora teorēmu, trijstūra viduslīnijas īpašību, lai aprēķinātu trapeces vai vienādsānu trapeces nezināmos lielumus.",,"Trapeces īpašības.","10.temats"
"15.05.2026","Apkopojums par 8. klases vielu
SR: Iepazīstas ar CE un iestājeksāmenu uzbūvi. Veic darbības ar kvadrātsaknēm, daļām, pakāpēm. Risina lineārus un kvadrātvienādojumus. Sadala izteiksmi reizinātājos, lietojot saīsinātās reizināšanas formulas un grupēšanas paņēmienu."," 2020_ gada iestājeksāmens-2-4.pdf
 2023_matematika_9-1-8.pdf
22.05.2026","Nobeigums.","NA"
"19.05.2026","Apkopojums par 8. klases vielu
SR: Iepazīstas ar CE un iestājeksāmenu uzbūvi. Veic darbības ar kvadrātsaknēm, daļām, pakāpēm. Risina lineārus un kvadrātvienādojumus, lineāras nevienādības. Sadala izteiksmi reizinātājos, lietojot saīsinātās reizināšanas formulas un grupēšanas paņēmienu. Nosaka funkciju īpašības",,"Nobeigums.","NA"
"19.05.2026","Apkopojums par 8. klases vielu
SR: Iepazīstas ar CE un iestājeksāmenu uzbūvi. Veic darbības ar kvadrātsaknēm, daļām, pakāpēm. Risina lineārus un kvadrātvienādojumus, lineāras nevienādības. Sadala izteiksmi reizinātājos, lietojot saīsinātās reizināšanas formulas un grupēšanas paņēmienu. Nosaka funkciju īpašības",,"Nobeigums.","NA"
"22.05.2026","Apkopojums par 8. klases vielu
SR: Iepazīstas ar CE un iestājeksāmenu uzbūvi. Veic darbības ar kvadrātsaknēm, daļām, pakāpēm. Risina lineārus un kvadrātvienādojumus, lineāras nevienādības. Sadala izteiksmi reizinātājos, lietojot saīsinātās reizināšanas formulas un grupēšanas paņēmienu. Nosaka funkciju īpašības",,"Nobeigums.","NA"
"22.05.2026","Apkopojums par 8. klases vielu
SR: Iepazīstas ar CE un iestājeksāmenu uzbūvi. Veic darbības ar kvadrātsaknēm, daļām, pakāpēm. Risina lineārus un kvadrātvienādojumus, lineāras nevienādības. Sadala izteiksmi reizinātājos, lietojot saīsinātās reizināšanas formulas un grupēšanas paņēmienu. Nosaka funkciju īpašības",,"Nobeigums.","NA"
"26.05.2026","Apkopojums par 8. klases vielu
SR: Iepazīstas ar CE un iestājeksāmenu uzbūvi. Veic darbības ar kvadrātsaknēm, daļām, pakāpēm. Risina lineārus un kvadrātvienādojumus, lineāras nevienādības. Sadala izteiksmi reizinātājos, lietojot saīsinātās reizināšanas formulas un grupēšanas paņēmienu. Nosaka funkciju īpašības",,"Nobeigums.","NA"
"26.05.2026","Apkopojums par 8. klases vielu
SR: Iepazīstas ar CE un iestājeksāmenu uzbūvi. Veic darbības ar kvadrātsaknēm, daļām, pakāpēm. Risina lineārus un kvadrātvienādojumus, lineāras nevienādības. Sadala izteiksmi reizinātājos, lietojot saīsinātās reizināšanas formulas un grupēšanas paņēmienu. Nosaka funkciju īpašības",,"Nobeigums.","NA"
"28.05.2026","Apkopojums par 8. klases vielu
SR: Iepazīstas ar CE un iestājeksāmenu uzbūvi. Veic darbības ar kvadrātsaknēm, daļām, pakāpēm. Risina lineārus un kvadrātvienādojumus, lineāras nevienādības. Sadala izteiksmi reizinātājos, lietojot saīsinātās reizināšanas formulas un grupēšanas paņēmienu. Nosaka funkciju īpašības",,"Nobeigums.","NA"
"28.05.2026","Apkopojums par 8. klases vielu
SR: Iepazīstas ar CE un iestājeksāmenu uzbūvi. Veic darbības ar kvadrātsaknēm, daļām, pakāpēm. Risina lineārus un kvadrātvienādojumus, lineāras nevienādības. Sadala izteiksmi reizinātājos, lietojot saīsinātās reizināšanas formulas un grupēšanas paņēmienu. Nosaka funkciju īpašības",,"Nobeigums.","NA"
"29.05.2026","Apkopojums par 8. klases vielu
SR: Iepazīstas ar CE un iestājeksāmenu uzbūvi. Veic darbības ar kvadrātsaknēm, daļām, pakāpēm. Risina lineārus un kvadrātvienādojumus, lineāras nevienādības. Sadala izteiksmi reizinātājos, lietojot saīsinātās reizināšanas formulas un grupēšanas paņēmienu. Nosaka funkciju īpašības",,"Nobeigums.","NA"
"29.05.2026","Apkopojums par 8. klases vielu
SR: Iepazīstas ar CE un iestājeksāmenu uzbūvi. Veic darbības ar kvadrātsaknēm, daļām, pakāpēm. Risina lineārus un kvadrātvienādojumus, lineāras nevienādības. Sadala izteiksmi reizinātājos, lietojot saīsinātās reizināšanas formulas un grupēšanas paņēmienu. Nosaka funkciju īpašības",,"Nobeigums.","NA"
