"Datums","Sasniedzamais rezultāts","Uzdots","Temats","Kopsavilkums"
"6.05.2026","Algebriskas daļas. SR: izvēlas atbilstošāko paņēmienu (kopīgā reizinātāja iznešana, saīsinātās reizināšanas formulas, grupēšana, kvadrāttrinoma sadalīšana reizinātājos) un sadala polinomu reizinātājos; nosaka algebriskas daļas definīcijas apgabalu; saīsina, saskaita, atņem, reizina un dala algebriskas daļas; nosaka daļveida vienādojuma definīcijas apgabalu; izvēlas atbilstošāko paņēmienu un atrisina daļveida vienādojumu; *situācijas modelēšanā izmanto daļveida vienādojumu.",,"Algebriskas daļas.","8.temats"
"8.05.2026","Pamatskolas matemātikas tēmu atkārtojums: SR: atrisina 2019.gada CE matemātikā uzdevumus","Atrisināt 2019.gada iestājeksāmena uzdevumus
 9kl-iestajeks-atbildes (1).pdf
 9kl-iestajeks-2019-1lapa.pdf
 9kl-iestajeks-2019-2lapa (1).pdf
11.05.2026","Nobeigums.","NA"
"8.05.2026","Pamatskolas matemātikas tēmu atkārtojums: SR: atrisina 2019.gada CE matemātikā uzdevumus",,"Nobeigums.","NA"
"11.05.2026","Pamatskolas matemātikas tēmu atkārtojums: SR: atrisina 2019.gada iestājeksāmena uzdevumus",,"Nobeigums.","NA"
"11.05.2026","Pamatskolas matemātikas tēmu atkārtojums: SR: atrisina 2019.gada iestājeksāmena uzdevumus","atrisināt 2018.gada CE matemātikā uzdevumus
 9kl_matem_lv_2018.pdf
12.05.2026","Nobeigums.","NA"
"12.05.2026","Pamatskolas matemātikas tēmu atkārtojums: SR: atrisina 2018.gada CE matemātikā uzdevumus","no pievienotā faila izpildīt 97., 98.ac, 99.cdeikl, 102., 103.
 9kl-atk-funkcijas-2026.pdf
13.05.2026","Nobeigums.","NA"
"13.05.2026","Atkārtojums par funkcijām. SR: zīmē funkciju grafikus, nosaka funkciju īpašības.","no pievienotā faila izpildīt 108.; 111.; 112. un 113.
 9kl-atk-funkcijas-2026.pdf
15.05.2026","Nobeigums.","NA"
"15.05.2026","Atkārtojums. SR: risina dažādus ģeometrijas uzdevumus.","atrisināt uzdevumus no pievienotā faila
 9kl-pierad-kalkul.pdf
18.05.2026","Nobeigums.","NA"
"15.05.2026","Atkārtojums. SR: risina dažādus ģeometrijas uzdevumus.",,"Nobeigums.","NA"
"18.05.2026","Atkārtojums. SR: risina dažādus ģeometrijas uzdevumus.",,"Nobeigums.","NA"
"18.05.2026","Atkārtojums. SR: risina dažādus ģeometrijas uzdevumus.","risināt uzdevumus no pievienotajiem failiem
 Atkārtojums-virknes-2026.pdf
 Atkartojums-trapece-prizmas-2026-1.pdf
19.05.2026","Nobeigums.","NA"
"20.05.2026","Atkārtojums par kvadtātvienādojumiem un kvadrātnevienādībām. SR: atrisina dažāda veida kvadrātvienādojumus un kvadrātnevienādības.","risināt uzdevumus no pievienotā faila
 Atkartojums-kvadr-kvadrnev-2026.pdf
22.05.2026","Nobeigums.","NA"
"22.05.2026","Atkārtojums par teksta uzdevumiem. SR: izvēlas piemērotu matemātisko modeli un atrisina teksta uzdevumu.","risināt uzdevumus no pievienotajiem failiem
 Atkartojums-kombinat-2026.pdf
 9kl-atk-polin-sadal-reizin-2026.pdf
 9kl- text_daz-2026.pdf
25.05.2026","Nobeigums.","NA"
"25.05.2026","Atkārtojums- varbūtības. SR: risina uzdevumus par varbūtības aprēķināšanu.
 9kl-atk-varbutibas.pdf",,"Nobeigums.","NA"
"25.05.2026","Atkārtojums- statistika. SR: aprēķina statistiskos lielumus, zīmē diagrammas.
 9kl-atk-kvadr-saknes.pdf
 9kl-atk-statistika.pdf",,"Nobeigums.","NA"
"27.05.2026","Atkārtojums- teksta uzdevumi. SR: risina dažādus teksta uzdevumus.",,"Nobeigums.","NA"
"28.05.2026","Atkārtojums- teksta uzdevumi. SR: risina dažādus teksta uzdevumus.
 9kl-atk-vien-nev-sist-2026.pdf
 9kl-teksta-uzd-kons-1.pdf",,"Nobeigums.","NA"
"29.05.2026","Atkārtojums- teksta uzdevumi. SR: risina dažādus teksta uzdevumus.",,"Nobeigums.","NA"
"29.05.2026","Atkārtojums- teksta uzdevumi. SR: risina dažādus teksta uzdevumus.",,"Nobeigums.","NA"
